ngram,cleaned
university_oxford,university oxford
upward_bias,upward bias
minute_negotiation,minute negotiation
prudent_fiscal_policy,prudent fiscal policy
teacher_college,teacher college
financial_stability,financial stability
laptop_computer,laptop computer
poor_disadvantaged,poor disadvantage
adopt_internationally_accept,adopt internationally accept
information_gather,information gather
shareholder_shareholder,shareholder shareholder
factual_information,factual information
secure_identification_device_token,secure identification device token
maintain_accordance_sound,maintain accordance sound
naturally_occur,naturally occur
radio_broadcast,radio broadcast
produce_domestically,produce domestically
exchange_rate_volatility,exchange rate volatility
carbon_footprint,carbon footprint
credit_rationing,credit rationing
thermal_energy,thermal energy
fail_meet,fail meet
procurement_laptop,procurement laptop
date_signature_title,date signature title
tangible_asset,tangible asset
left_right,leave right
briefing_note,briefing note
yuan_yuan,yuan yuan
accomplish_task,accomplish task
teach_learn,teach learn
repayment_obligation,repayment obligation
arise_ordinary_course,arise ordinary course
sexual_reproductive_health,sexual reproductive health
mathematical_model,mathematical model
calculate_multiply,calculate multiply
economy_ease_enforce,economy ease enforce
digital_camera,digital camera
democratic_socialist_republic,democratic socialist republic
letter_confirm,letter confirm
national_unity,national unity
marine_coastal,marine coastal
accept_collateral,accept collateral
release_letter_intent_send,release letter intent send
opinion_suggestion,opinion suggestion
inextricably_link,inextricably link
obligation_party,obligation party
trunk_line,trunk line
electronically_recipient_confirm,electronically recipient confirm
entrust_responsibility,entrust responsibility
electric_motor,electric motor
precious_semiprecious_stone,precious semiprecious stone
faith_base,faith base
nutritional_outcome,nutritional outcome
conflict_violence,conflict violence
economically_viable_inefficient,economically viable inefficient
reimbursement_advance_direct,reimbursement advance direct
burden_impose,burden impose
paragraph_appendix,paragraph appendix
nearly_triple,nearly triple
toxic_material,toxic material
figure_plot,figure plot
timetable_key_event,timetable key event
score_summary_scoring,score summary scoring
global_economic_downturn,global economic downturn
micro_watershed,micro watershed
disruption_cause,disruption cause
boost_shared_prosperity,boost share prosperity
viable_business_liquidate,viable business liquidate
internal_external_auditor,internal external auditor
capable_produce,capable produce
division_mail_send,division mail send
disseminate_lesson_learn,disseminate lesson learn
fragility_conflict_violence,fragility conflict violence
medical_examination,medical examination
commit_tee,commit tee
slide_scale,slide scale
index_reorganization_proceeding,index reorganization proceeding
log_book,log book
fulfill_role,fulfill role
people_reside,people reside
travel_speed,travel speed
designate_representative,designate representative
republic_cote,republic cote
external_indebtedness,external indebtedness
evaluation_strength_weakness,evaluation strength weakness
widely_believe,widely believe
short_long_run,short long run
natural_habitat_physical_cultural,natural habitat physical cultural
waiting_list,waiting list
gap_widen,gap widen
virtually_eliminate,virtually eliminate
ministry_defense,ministry defense
degree_collateral_bankruptcy,degree collateral bankruptcy
occur_frequently,occur frequently
petroleum_refining,petroleum refining
acceptable_association_manner,acceptable association manner
able_withstand,able withstand
active_engagement,active engagement
principal_abbreviation_acronym,principal abbreviation acronym
native_plant,native plant
precisely_define,precisely define
make_headway,make headway
index_rigidity_hour,index rigidity hour
reallocation_disbursement_category,reallocation disbursement category
village_elder,village elder
direct_contracting_subject_prior,direct contracting subject prior
certificate_origin_commercial_invoice,certificate origin commercial invoice
safe_handling,safe handling
notable_progress,notable progress
legislative_branch,legislative branch
eliminate_minimum,eliminate minimum
correct_deficiency,correct deficiency
marginally_satisfactory,marginally satisfactory
coastal_ecosystem,coastal ecosystem
living_standard_survey,live standard survey
company_survive_insolvency,company survive insolvency
agree_shall_concur,agree shall concur
exert_influence,exert influence
pay_registration_fee,pay registration fee
telephone_exchange,telephone exchange
garment_export,garment export
life_threaten,life threaten
port_terminal,port terminal
day_prepayment_multiply,day prepayment multiply
unpaid_family_worker,unpaid family worker
waste_stream,waste stream
extend_twice,extend twice
dairy_cattle,dairy cattle
journal_comparative,journal comparative
sedimentation_tank,sedimentation tank
reform_business_liquidate,reform business liquidate
flat_rate,flat rate
terrorist_attack,terrorist attack
enhance_credibility,enhance credibility
example_check_lien,example check lien
best_serve,best serve
fragile_situation,fragile situation
door_window,door window
disabled_child,disabled child
landfill_gas,landfill gas
serve_focal_point,serve focal point
amazon_region,amazon region
comment_encourage_debate,comment encourage debate
average_attorney_fee,average attorney fee
interested_party_member,interested party member
mining_quarrying,mining quarrying
headcount_index,headcount index
achievement_millennium_development,achievement millennium development
long_term_sustainability,long term sustainability
rural_access_excreta,rural access excreta
basic_metal,basic metal
weather_forecast,weather forecast
united_state_specify_purpose,united state specify purpose
delay_exporter_importer,delay exporter importer
news_item,news item
accidental_spill,accidental spill
rapid_industrialization,rapid industrialization
catastrophe_risk_insurance,catastrophe risk insurance
high_yielding,high yield
hazardous_waste_disposal,hazardous waste disposal
cotton_cotton,cotton cotton
excavate_soil,excavate soil
view_express_working_paper,view express work paper
financial_deepening,financial deepening
administrative_overhead,administrative overhead
maximum_allowable,maximum allowable
sludge_disposal,sludge disposal
oil_refining,oil refining
farm_size,farm size
percentile_rank,percentile rank
oil_lubricant,oil lubricant
applicable_delete_paragraph_delete,applicable delete paragraph delete
master_trainer,master trainer
temporary_acquisition,temporary acquisition
critical_role_play,critical role play
stunt_child,stunt child
cooking_heating,cooking heating
rain_season,rain season
annual_audited_financial_statement,annual audit financial statement
consultancy_assignment,consultancy assignment
travel_subsistence,travel subsistence
await_outcome,await outcome
real_appreciation,real appreciation
bank_multiply_withdraw,bank multiply withdraw
disability_pension,disability pension
balanced_budget,balanced budget
recognizable_legal_right,recognizable legal right
economically_productive,economically productive
remove_distortion,remove distortion
right_hand,right hand
accident_prevention,accident prevention
natural_endowment,natural endowment
legally_protect,legally protect
metal_mineral,metal mineral
quarry_borrow_pit,quarry borrow pit
home_garden,home garden
cultivable_area,cultivable area
different_weight_topic,different weight topic
lump_sum_payment,lump sum payment
progress_achieve_carrying,progress achieve carry
conservation_natural_habitat,conservation natural habitat
recipient_execute_trust_fund,recipient execute trust fund
trillion_trillion,trillion trillion
mean_annual_rainfall,mean annual rainfall
